Percentiles,Rainfall Values
1,0.487
2,0.669
3,0.729
4,0.807
5,1.092
6,1.428
7,1.868
8,2.168
9,2.755
10,2.988
11,3.239
12,3.352
13,4.117
14,5.14
15,5.497
16,5.67
17,5.78
18,6.059
19,6.321
20,6.566
21,6.778
22,6.909
23,6.963
24,7.039
25,7.262
26,7.406
27,7.505
28,7.75
29,7.912
30,7.987
31,8.009
32,8.009
33,8.229
34,8.294
35,8.394
36,8.497
37,8.715
38,8.805
39,9.018
40,9.116
41,9.409
42,9.769
43,9.884
44,10.021
45,10.194
46,10.228
47,10.299
48,10.677
49,10.708
50,10.814
51,10.884
52,10.952
53,11.097
54,11.269
55,11.341
56,11.564
57,11.71
58,11.802
59,11.866
60,12.013
61,13.211
62,13.676
63,14.202
64,14.431
65,14.451
66,14.529
67,15.124
68,15.243
69,15.862
70,16.67
71,17.151
72,17.558
73,18.013
74,18.296
75,18.399
76,18.456
77,18.683
78,18.888
79,19.755
80,20.636
81,21.488
82,21.653
83,21.926
84,22.526
85,24.144
86,25.375
87,27.005
88,28.129
89,28.676
90,29.311
91,32.56
92,37.477
93,41.271
94,41.411
95,43.768
96,44.353
97,45.11
98,49.245
99,84.723
