Percentiles,Rainfall Values
1,1.596
2,1.983
3,2.281
4,3.077
5,3.182
6,3.646
7,4.4
8,5.211
9,5.619
10,5.954
11,6.655
12,6.875
13,7.725
14,8.369
15,9.773
16,10.664
17,11.177
18,12.012
19,12.117
20,12.358
21,12.539
22,12.56
23,12.587
24,12.698
25,12.934
26,13.164
27,13.359
28,13.665
29,13.786
30,13.843
31,14.297
32,14.394
33,14.4
34,14.501
35,14.986
36,15.596
37,16.263
38,16.613
39,16.729
40,16.838
41,16.858
42,16.932
43,17.131
44,17.301
45,17.757
46,18.007
47,18.132
48,18.306
49,18.389
50,18.459
51,18.785
52,19.032
53,19.108
54,19.341
55,19.872
56,20.643
57,20.944
58,21.309
59,21.54
60,22.317
61,23.14
62,23.826
63,24.714
64,25.519
65,25.873
66,26.496
67,26.643
68,26.974
69,27.342
70,28.045
71,28.403
72,29.482
73,30.284
74,30.371
75,30.767
76,31.714
77,32.419
78,32.855
79,33.538
80,34.77
81,35.412
82,35.606
83,36.231
84,36.833
85,39.369
86,42.332
87,43.768
88,48.661
89,51.04
90,51.618
91,55.642
92,56.222
93,57.601
94,62.967
95,67.037
96,67.494
97,67.925
98,72.836
99,121.89
