Percentiles,Rainfall Values
1,0.204
2,0.305
3,0.76
4,1.779
5,2.072
6,2.373
7,2.391
8,2.634
9,2.707
10,3.232
11,3.865
12,4.129
13,4.185
14,4.262
15,4.337
16,4.427
17,4.443
18,4.443
19,4.443
20,4.443
21,4.51
22,4.54
23,4.754
24,5.008
25,5.125
26,5.287
27,5.555
28,5.679
29,5.703
30,5.719
31,5.751
32,5.76
33,5.761
34,6.007
35,6.149
36,6.3
37,6.45
38,6.738
39,7.03
40,7.079
41,7.159
42,7.459
43,7.555
44,7.557
45,7.557
46,7.645
47,7.877
48,8.027
49,8.118
50,8.25
51,8.376
52,8.448
53,8.518
54,8.597
55,8.68
56,8.689
57,9.119
58,9.153
59,9.156
60,9.429
61,9.677
62,9.86
63,10.097
64,10.441
65,10.813
66,11.076
67,11.23
68,11.465
69,11.635
70,12.157
71,12.588
72,13.17
73,13.35
74,13.571
75,14.077
76,14.64
77,14.938
78,14.948
79,15.419
80,17.469
81,17.886
82,19.141
83,19.648
84,19.723
85,21.087
86,21.725
87,21.758
88,22.418
89,23.29
90,23.625
91,24.252
92,25.228
93,26.605
94,26.744
95,29.627
96,30.639
97,31.461
98,36.613
99,52.649
