Percentiles,Rainfall Values
1,0.735
2,1.112
3,2.234
4,3.714
5,4.03
6,4.938
7,5.433
8,5.567
9,6.237
10,6.949
11,7.628
12,8.099
13,8.407
14,8.595
15,8.639
16,8.772
17,9.17
18,9.258
19,9.416
20,9.507
21,9.517
22,9.517
23,9.517
24,9.71
25,9.865
26,9.992
27,10.145
28,10.247
29,10.566
30,10.746
31,11.192
32,11.285
33,11.328
34,11.361
35,11.445
36,11.533
37,11.768
38,12.212
39,12.972
40,13.704
41,13.76
42,13.826
43,13.839
44,13.839
45,13.869
46,13.988
47,14.172
48,14.229
49,14.304
50,14.359
51,14.464
52,14.628
53,14.67
54,14.696
55,14.779
56,15.231
57,15.231
58,16.285
59,16.607
60,16.746
61,16.798
62,16.887
63,17.281
64,17.835
65,18.174
66,18.337
67,18.489
68,18.636
69,19.053
70,19.417
71,19.818
72,21.197
73,21.766
74,21.89
75,22.763
76,24.242
77,25.147
78,25.625
79,27.256
80,28.629
81,29.986
82,32.363
83,32.882
84,32.96
85,34.401
86,35.016
87,35.614
88,36.598
89,38.394
90,40.516
91,40.797
92,41.133
93,42.284
94,43.493
95,48.627
96,50.503
97,53.14
98,61.017
99,85.581
