Percentiles,Rainfall Values
1,3.779
2,4.26
3,5.452
4,5.83
5,6.246
6,8.151
7,11.365
8,13.883
9,13.986
10,15.601
11,16.719
12,18.244
13,19.834
14,20.488
15,21.54
16,22.639
17,22.977
18,23.028
19,24.556
20,24.91
21,25.278
22,25.452
23,25.548
24,25.713
25,27.501
26,28.331
27,28.694
28,29.976
29,31.07
30,31.635
31,32.076
32,32.291
33,33.159
34,33.587
35,33.786
36,33.941
37,34.227
38,34.359
39,35.652
40,35.771
41,36.016
42,36.123
43,36.667
44,37.223
45,37.373
46,37.478
47,38.17
48,38.443
49,38.827
50,39.13
51,39.432
52,39.795
53,40.506
54,40.865
55,42.294
56,43.315
57,44.461
58,44.965
59,45.23
60,45.714
61,47.979
62,49.152
63,49.772
64,50.194
65,51.163
66,51.948
67,52.13
68,52.711
69,53.329
70,54.006
71,54.579
72,54.877
73,57.549
74,58.92
75,59.076
76,59.804
77,60.014
78,61.086
79,62.312
80,62.628
81,62.675
82,65.98
83,66.722
84,69.292
85,71.523
86,72.512
87,72.7
88,73.461
89,78.945
90,80.484
91,89.869
92,97.579
93,105.346
94,109.535
95,111.302
96,113.703
97,119
98,128.689
99,216.329
