Percentiles,Rainfall Values
1,2.482
2,2.803
3,3.201
4,3.857
5,4.83
6,6.591
7,8.766
8,10.429
9,10.628
10,11.941
11,12.593
12,13.592
13,15.038
14,16.262
15,16.571
16,17.821
17,18.852
18,19.444
19,19.456
20,19.641
21,20.272
22,20.66
23,20.847
24,21.158
25,22.497
26,23.217
27,23.731
28,23.925
29,24.195
30,24.346
31,24.693
32,24.756
33,25.035
34,25.737
35,26.03
36,26.286
37,26.54
38,26.78
39,26.95
40,27.129
41,27.643
42,28.094
43,28.5
44,28.786
45,29.396
46,29.9
47,30.353
48,30.817
49,31.212
50,31.774
51,31.979
52,32.248
53,32.761
54,33.338
55,33.424
56,34.062
57,34.948
58,35.292
59,35.756
60,37.386
61,37.647
62,39
63,39.051
64,39.234
65,39.525
66,40.063
67,40.25
68,40.278
69,41.124
70,41.612
71,42.296
72,43.468
73,44.358
74,46.102
75,46.492
76,47.054
77,48.176
78,48.714
79,49.371
80,49.789
81,50.122
82,50.69
83,55.186
84,56.53
85,57.971
86,59.067
87,60.121
88,64.135
89,65.296
90,66.833
91,72.249
92,80.295
93,86.307
94,87.564
95,87.857
96,93.271
97,99.858
98,109.709
99,174.426
