Percentiles,Rainfall Values
1,1.109
2,1.184
3,1.601
4,1.993
5,2.599
6,4.101
7,5.413
8,6.395
9,6.643
10,6.861
11,7.009
12,8.045
13,9.257
14,10.463
15,11.189
16,11.531
17,11.808
18,12.114
19,12.464
20,13.122
21,13.126
22,13.669
23,14.433
24,14.578
25,14.616
26,14.815
27,14.937
28,14.957
29,15.229
30,15.604
31,15.788
32,15.813
33,15.943
34,16.616
35,16.631
36,16.903
37,17.209
38,17.375
39,17.497
40,17.641
41,17.739
42,17.972
43,18.051
44,18.163
45,18.21
46,18.418
47,18.743
48,19.231
49,19.457
50,19.549
51,19.68
52,20.095
53,21.167
54,21.717
55,22.967
56,23.172
57,23.499
58,24.141
59,24.51
60,24.576
61,25.053
62,25.197
63,25.366
64,25.598
65,25.618
66,25.705
67,25.743
68,26.039
69,26.578
70,26.727
71,28.055
72,29.578
73,29.904
74,30.369
75,30.778
76,31.01
77,31.421
78,32.029
79,33.011
80,33.514
81,33.594
82,34.793
83,36.604
84,37.688
85,39.14
86,40.963
87,43.414
88,45.345
89,46.149
90,48.513
91,50.33
92,56.084
93,58.456
94,58.951
95,62.481
96,67.738
97,71.164
98,76.652
99,119.436
