Percentiles,Rainfall Values
1,0.685
2,1.014
3,1.694
4,2.033
5,2.302
6,2.342
7,3.925
8,4.298
9,5.255
10,5.662
11,5.73
12,5.748
13,5.848
14,5.984
15,6.037
16,6.094
17,6.361
18,6.777
19,6.868
20,6.904
21,7.218
22,7.343
23,7.411
24,7.596
25,7.893
26,8.182
27,8.351
28,8.516
29,8.869
30,8.869
31,8.869
32,8.869
33,8.892
34,8.987
35,9.112
36,9.321
37,9.491
38,9.57
39,9.831
40,10.538
41,11.352
42,11.56
43,11.569
44,11.639
45,12.11
46,12.69
47,12.846
48,12.86
49,13.118
50,13.369
51,13.483
52,13.554
53,13.572
54,13.689
55,14.012
56,14.172
57,14.172
58,14.349
59,14.458
60,14.746
61,15.356
62,15.929
63,16.205
64,16.265
65,16.488
66,17.007
67,17.117
68,17.352
69,18.369
70,19.958
71,20.506
72,21.219
73,21.659
74,23.369
75,24.78
76,25.032
77,25.553
78,27.055
79,29.104
80,32.167
81,33.041
82,33.806
83,33.927
84,36.088
85,39.597
86,40.84
87,41.683
88,42.686
89,43.492
90,45.489
91,48.6
92,49.515
93,49.821
94,50.936
95,51.111
96,59.827
97,65.475
98,76.997
99,94.865
