Percentiles,Rainfall Values
1,2.242
2,2.853
3,3.372
4,3.399
5,3.688
6,6.117
7,7.452
8,8.76
9,9.046
10,9.124
11,9.168
12,9.181
13,9.266
14,9.721
15,10.604
16,11.387
17,11.776
18,12.456
19,12.729
20,13.082
21,13.146
22,13.433
23,13.896
24,14.374
25,14.877
26,15.199
27,15.559
28,16.175
29,16.175
30,16.175
31,16.181
32,16.449
33,16.822
34,16.943
35,17.669
36,18.51
37,18.939
38,19.118
39,19.406
40,19.831
41,20.158
42,20.286
43,20.797
44,20.858
45,21.284
46,22.134
47,22.31
48,22.431
49,22.494
50,22.526
51,22.771
52,23.116
53,23.458
54,24.255
55,24.677
56,24.694
57,24.749
58,24.805
59,25.04
60,25.129
61,25.175
62,25.197
63,25.664
64,26.601
65,27.467
66,28.15
67,28.795
68,29.669
69,30.165
70,30.27
71,32.536
72,33.887
73,36.658
74,38.161
75,40.126
76,41.922
77,43.84
78,48.465
79,52.532
80,59.469
81,60.396
82,61.876
83,62.422
84,62.789
85,62.872
86,62.872
87,64.091
88,67.003
89,69.406
90,70.956
91,74.157
92,75.62
93,76.688
94,77.357
95,86.971
96,89.645
97,91.143
98,106.375
99,136.217
