Percentiles,Rainfall Values
1,0.168
2,0.299
3,0.558
4,0.922
5,1.388
6,1.592
7,1.707
8,1.731
9,1.84
10,1.925
11,2.144
12,2.283
13,2.623
14,3.034
15,3.089
16,3.114
17,3.208
18,3.427
19,3.445
20,3.565
21,3.597
22,3.601
23,3.745
24,3.832
25,3.867
26,3.921
27,4.008
28,4.107
29,4.135
30,4.135
31,4.135
32,4.135
33,4.409
34,4.464
35,4.667
36,4.789
37,4.818
38,5.127
39,5.534
40,5.619
41,5.624
42,5.656
43,5.756
44,5.82
45,5.89
46,6.019
47,6.251
48,6.4
49,6.605
50,6.788
51,6.891
52,6.947
53,7.039
54,7.355
55,7.607
56,7.622
57,8.297
58,8.361
59,8.662
60,8.848
61,8.982
62,9.113
63,9.195
64,9.319
65,9.554
66,9.704
67,9.785
68,10.238
69,10.72
70,11.053
71,11.338
72,11.473
73,11.714
74,12.987
75,14.76
76,16.256
77,17.037
78,17.076
79,17.316
80,18
81,18.902
82,19.643
83,19.891
84,20.358
85,20.724
86,21.309
87,21.603
88,21.713
89,22.764
90,24.313
91,24.936
92,26.819
93,27.187
94,27.882
95,29.215
96,35.652
97,38.061
98,40.44
99,50.235
