Percentiles,Rainfall Values
1,7.123
2,7.64
3,8.514
4,9.883
5,11.294
6,12.923
7,15.414
8,15.931
9,16.324
10,16.462
11,17.133
12,19.242
13,20.699
14,20.981
15,21.921
16,23.424
17,24.784
18,24.784
19,24.784
20,24.784
21,25.125
22,25.903
23,26.302
24,26.812
25,27.136
26,27.673
27,29.593
28,31.908
29,32.037
30,32.729
31,33.714
32,34.68
33,35.299
34,35.49
35,35.866
36,36.321
37,36.695
38,37.343
39,38.006
40,38.176
41,39.009
42,41.723
43,41.778
44,42.628
45,42.646
46,42.657
47,44.454
48,45.369
49,46.643
50,47.96
51,48.845
52,49.494
53,49.746
54,49.972
55,50.919
56,53.054
57,53.618
58,53.851
59,54.194
60,54.715
61,55.016
62,56.826
63,58.308
64,59.017
65,60.319
66,60.801
67,61.533
68,63.14
69,65.514
70,66.122
71,67.359
72,67.69
73,70.204
74,72.659
75,75.435
76,79.786
77,83.134
78,83.239
79,84.254
80,87.521
81,87.649
82,91.246
83,91.481
84,98.205
85,100.88
86,102.047
87,103.277
88,106.151
89,111.734
90,117.382
91,119.508
92,121.098
93,128.743
94,128.751
95,133.146
96,136.014
97,136.637
98,146.819
99,198.774
